key,en,es,fr,zh,hi,ko
article_stress_li33,Your stress symptoms persist despite self-help efforts,Tus síntomas de estrés persisten a pesar de los esfuerzos de autoayuda,Vos symptômes de stress persistent malgré les efforts d'auto-aide,尽管自助努力，您的压力症状仍然持续,स्व-सहायता प्रयासों के बावजूद आपके तनाव के लक्षण बने रहते हैं,자가도움 노력에도 스트레스 증상이 지속될 때
article_stress_li34,Stress is affecting your ability to work or maintain relationships,El estrés está afectando tu capacidad para trabajar o mantener relaciones,Le stress affecte votre capacité à travailler ou à maintenir des relations,压力影响了您的工作能力或维持人际关系的能力,तनाव आपके काम करने या रिश्ते बनाए रखने की क्षमता को प्रभावित कर रहा है,스트레스가 일하거나 관계를 유지하는 능력에 영향을 미칠 때
article_stress_li35,"You're using unhealthy coping mechanisms (alcohol, drugs, overeating)","Estás usando mecanismos de afrontamiento poco saludables (alcohol, drogas, comer en exceso)","Vous utilisez des mécanismes d'adaptation malsains (alcool, drogues, suralimentation)",您正在使用不健康的应对机制（酒精、药物、暴饮暴食）,"आप अस्वस्थ मुकाबला तंत्र का उपयोग कर रहे हैं (शराब, ड्रग्स, अधिक खाना)","건강하지 않은 대처 메커니즘을 사용하고 있을 때 (알코올, 약물, 과식)"
article_stress_li36,You're experiencing symptoms of anxiety or depression,Estás experimentando síntomas de ansiedad o depresión,Vous ressentez des symptômes d'anxiété ou de dépression,您正在经历焦虑或抑郁的症状,आप चिंता या अवसाद के लक्षणों का अनुभव कर रहे हैं,불안이나 우울 증상을 경험하고 있을 때
article_stress_li37,You have physical symptoms that concern you,Tienes síntomas físicos que te preocupan,Vous avez des symptômes physiques qui vous préoccupent,您有令您担忧的身体症状,आपको शारीरिक लक्षण हैं जो आपको चिंतित करते हैं,우려되는 신체 증상이 있을 때
article_stress_li38,You feel hopeless or have thoughts of self-harm,Te sientes sin esperanza o tienes pensamientos de autolesión,Vous vous sentez désespéré ou avez des pensées d'automutilation,您感到绝望或有自残的想法,आप निराशा महसूस करते हैं या आत्म-हानि के विचार आते हैं,절망감을 느끼거나 자해에 대한 생각이 있을 때
article_stress_li4,"Digestive issues (upset stomach, nausea, diarrhea)","Problemas digestivos (malestar estomacal, náuseas, diarrea)","Problèmes digestifs (maux d'estomac, nausées, diarrhée)",消化问题（胃不舒服、恶心、腹泻）,"पाचन समस्याएं (पेट खराब, मतली, दस्त)","소화 문제 (위장 장애, 메스꺼움, 설사)"
article_stress_li5,Weakened immune system (getting sick more often),Sistema inmunológico debilitado (enfermarse más a menudo),Système immunitaire affaibli (tomber malade plus souvent),免疫系统减弱（更容易生病）,कमजोर प्रतिरक्षा प्रणाली (अधिक बार बीमार पड़ना),약해진 면역 체계 (더 자주 아픔)
article_stress_li6,Changes in sex drive,Cambios en el deseo sexual,Changements de libido,性欲变化,यौन इच्छा में बदलाव,성욕 변화
article_stress_li7,High blood pressure,Presión arterial alta,Hypertension artérielle,高血压,उच्च रक्तचाप,고혈압
article_stress_li8,Anxiety and restlessness,Ansiedad e inquietud,Anxiété et agitation,焦虑和不安,चिंता और बेचैनी,불안과 안절부절
article_stress_li9,Lack of motivation or focus,Falta de motivación o enfoque,Manque de motivation ou de concentration,缺乏动力或专注力,प्रेरणा या ध्यान की कमी,동기 부여 또는 집중력 부족
article_stress_p1,"Stress is your body's natural response to any demand or challenge. When you face a stressful situation, your body releases hormones like cortisol and adrenaline that prepare you to take action. This is often called the ""fight or flight"" response.","El estrés es la respuesta natural de tu cuerpo a cualquier demanda o desafío. Cuando enfrentas una situación estresante, tu cuerpo libera hormonas como el cortisol y la adrenalina que te preparan para actuar. Esto a menudo se llama la respuesta de ""lucha o huida"".","Le stress est la réponse naturelle de votre corps à toute demande ou défi. Lorsque vous faites face à une situation stressante, votre corps libère des hormones comme le cortisol et l'adrénaline qui vous préparent à agir. C'est souvent appelé la réponse « combat ou fuite ».",压力是您的身体对任何需求或挑战的自然反应。当您面临压力情况时，您的身体会释放皮质醇和肾上腺素等激素，让您准备好采取行动。这通常被称为「战斗或逃跑」反应。,"तनाव किसी भी मांग या चुनौती के प्रति आपके शरीर की प्राकृतिक प्रतिक्रिया है। जब आप तनावपूर्ण स्थिति का सामना करते हैं, तो आपका शरीर कोर्टिसोल और एड्रेनालाईन जैसे हार्मोन जारी करता है जो आपको कार्रवाई के लिए तैयार करते हैं। इसे अक्सर ""लड़ो या भागो"" प्रतिक्रिया कहा जाता है।","스트레스는 모든 요구나 도전에 대한 신체의 자연스러운 반응입니다. 스트레스 상황에 직면하면 신체는 코르티솔과 아드레날린과 같은 호르몬을 방출하여 행동을 준비합니다. 이것은 종종 ""투쟁 또는 도피"" 반응이라고 불립니다."
article_stress_p10,"Deep breathing, progressive muscle relaxation, meditation, and yoga can activate your body's relaxation response—the opposite of the stress response. Even just 10-15 minutes a day can make a significant difference.","La respiración profunda, la relajación muscular progresiva, la meditación y el yoga pueden activar la respuesta de relajación de tu cuerpo—lo opuesto a la respuesta de estrés. Incluso solo 10-15 minutos al día pueden hacer una diferencia significativa.","La respiration profonde, la relaxation musculaire progressive, la méditation et le yoga peuvent activer la réponse de relaxation de votre corps—l'opposé de la réponse au stress. Même 10-15 minutes par jour peuvent faire une différence significative.",深呼吸、渐进式肌肉放松、冥想和瑜伽可以激活您身体的放松反应——与压力反应相反。每天只需10-15分钟就可以产生显著的差异。,"गहरी सांस लेना, प्रगतिशील मांसपेशी विश्राम, ध्यान और योग आपके शरीर की विश्राम प्रतिक्रिया को सक्रिय कर सकते हैं—तनाव प्रतिक्रिया के विपरीत। दिन में सिर्फ 10-15 मिनट भी महत्वपूर्ण अंतर ला सकते हैं।","심호흡, 점진적 근육 이완, 명상, 요가는 스트레스 반응의 반대인 이완 반응을 활성화할 수 있습니다. 하루에 10-15분만 해도 큰 차이를 만들 수 있습니다."
